Nothing,OMAZ,DMAZ,BIKE_LOGSUM,BIKE_TIME
3542119,12698,5625,-1.515,12.394
3542138,12692,5815,-3.258,12.103
3542139,12698,5629,-2.621,7.608
3542195,12695,5736,-2.584,12.297
3542232,12693,5801,1.043,10.64
3542291,12693,5815,0.136,12.091
3542337,12693,5823,-7.045,13.907
3542407,12694,5801,2.156,9.293
3542450,12695,5779,-4.263,13.497
3542476,12696,5629,-3.657,9.046
3542565,12698,5583,-2.865,7.345
3542575,12693,5736,-2.147,12.25
3542587,12697,5619,-1.94,14.475
3542628,12697,5625,-1.059,12.047
3542651,12697,5629,-6.284,17.399
3542707,12694,5736,-1.784,10.69
3542720,12692,5801,-2.167,10.518
3542740,12698,5619,-1.868,14.776
3542776,12693,5143,-3.481,11.309
3542860,12693,5158,-2.487,12.776
3542868,12693,5159,-0.865,10.956
3542875,12697,5032,-2.887,12.001
3542880,12694,5126,-4.634,12.168
3542894,12694,5132,-5.035,16.09
3542901,12692,5192,-1.549,12.319
3542932,12694,5143,-1.212,10.147
3543008,12698,5032,-2.045,10.94
3543021,12694,5159,-0.08,9.538
3543030,12695,5126,-3.534,8.797
3543038,12694,5158,-1.05,11.201
3543048,12695,5132,-4.526,10.129
3543056,12693,5192,-1.031,12.46
3543099,12698,4923,-1.299,9.614
3543111,12697,4953,-5.137,10.015
3543180,12695,5032,-2.265,12.583
3543182,12692,5126,-5.959,13.88
3543213,12697,4972,-1.284,9.699
3543264,12698,4953,-5.39,16.291
3543290,12692,5143,-3.354,11.32
3543336,12693,5126,-4.593,10.759
3543344,12692,5158,-2.3,12.819
3543345,12698,4972,-1.878,8.578
3543357,12696,5032,-3.748,12.964
3543367,12692,5159,-1.729,10.762
3543385,12693,5132,-5.653,12.313
3543414,12695,4953,-5.795,15.891
3543445,12696,4923,-3.011,12.206
3543522,12695,4972,-1.212,9.15
3543524,12697,4910,-4.343,12.448
3543598,12696,4953,-7.39,18.05
3543607,12697,4923,2.081,9.147
3543718,12696,4972,-3.456,9.595
3543719,12698,4910,-4.108,15.654
3543780,12694,4923,2.494,7.64
3543795,12693,4953,-6.735,10.068
3543896,12695,4910,-4.388,13.116
3543897,12693,4972,-2.115,10.441
3543956,12694,4953,-6.221,10.786
3543962,12695,4923,2.134,8.972
3544037,12694,4972,-3.605,11.492
3544131,12695,5341,-2.1,9.977
3544138,12698,5245,-2.928,14.107
3544152,12695,5342,-4.178,8.043
3544165,12697,5287,-3.778,11.46
3544177,12697,5288,-1.449,11.613
3544188,12695,5356,1.731,7.23
3544233,12697,5303,-2.439,15.385
3544266,12696,5341,-2.861,9.936
3544274,12696,5342,-5.964,10.711
3544279,12693,5433,-3.982,12.174
3544301,12698,5287,-3.828,15.285
3544306,12698,5288,-1.279,12.016
3544347,12696,5356,1.043,7.187
3544381,12698,5303,-2.686,15.363
3544441,12693,5342,-5.582,10.178
3544455,12693,5341,-4.168,11.795
3544476,12695,5288,-1.042,10.992
3544494,12695,5287,-4.41,9.509
3544527,12693,5356,-1.768,8.703
3544563,12697,5237,-8.989,18.815
3544587,12695,5303,-0.038,16.39
3544609,12697,5245,-3.607,11.357
3544620,12694,5341,-3.34,12.375
3544628,12694,5342,-4.976,10.091
3544653,12696,5287,-4.265,16.666
3544663,12694,5356,-1.113,8.705
3544705,12698,5237,-5.159,13.124
3544725,12694,5237,-5.725,16.122
3544761,12694,5245,-2.42,13.223
3544774,12697,5159,1.814,11.19
3544775,12698,5128,-2.495,12.51
3544783,12698,5126,-3.199,9.635
3544791,12693,5287,-5.204,14.538
3544793,12698,5132,-4.38,11.11
3544811,12693,5288,-1.904,10.984
3544840,12698,5143,-3.391,10.249
3544849,12695,5237,-8.038,20.301
3544897,12695,5245,-3.352,12.032
3544911,12692,5341,-5.061,12.344
3544919,12692,5342,-7.052,19.263
3544937,12698,5159,-0.196,11.666
3544955,12694,5287,-4.909,11.929
3544963,12694,5288,-0.307,9.645
3545001,12692,5356,-3.997,9.973
3545048,12695,5143,-1.726,11.449
3545098,12696,5126,-4.885,12.505
3545116,12694,5192,-1.061,11.518
3545123,12695,5159,-1.154,10.871
3545142,12696,5132,-6.012,13.819
3545201,12696,5143,-4.287,15.029
3545218,12676,5769,-3.531,5.846
3545252,12693,5245,-3.525,16.219
3545256,12697,5126,-3.326,9.689
3545278,12676,5779,-5.011,11.968
3545304,12697,5132,-4.368,10.501
3545308,12692,5288,-3.925,11.619
3545334,12697,5143,-3.072,10.694
3545422,12695,4584,1.99,4.984
3545466,12694,4621,2.509,9.535
3545594,12696,4584,0.809,6.299
3545603,12695,4621,2.116,10.867
3545754,12693,4584,1.19,5.02
3545767,12692,4621,-1.394,10.574
3545808,12676,5126,-7.442,18.977
3545889,12694,4584,2.357,3.651
3545941,12693,4621,-1.81,11.064
3545991,12676,5032,-4.425,13.395
3546205,12692,4584,2.333,2.162
3546273,12676,4972,-4.18,11.375
3546294,12698,4299,-3.95,11.744
3546299,12698,4300,-3.389,12.558
3546313,12698,4298,-4.031,9.26
3546324,12698,4301,-3.81,11.23
3546332,12698,4302,-3.647,13.078
3546548,12692,4923,-1.426,8.673
3546622,12693,4910,-4.236,22.938
3546687,12693,4923,1.431,8.895
3546823,12694,4910,-4.252,20.999
3546824,12692,4972,-4.387,11.534
3546919,12676,5356,-1.511,7.488
3547291,12698,4621,-0.511,11.555
3547467,12676,5341,-5.085,14.179
3547606,12697,4584,-0.164,5.323
3547718,12698,4584,0.105,4.583
3547763,12697,4621,0.02,11.183
3547836,12693,4120,-1.541,8.478
3547844,12693,4121,-2.099,5.847
3547909,12692,4169,-2.639,12.568
3547926,12692,4168,-2.708,13.186
3547933,12692,4173,-4.164,9.797
3547937,12692,4174,-2.44,11.106
3547944,12692,4172,1.339,8.956
3547950,12692,4177,-3.223,8.083
3547979,12694,4120,-0.281,8.432
3548006,12694,4121,-0.326,5.683
3548045,12692,4198,-1.944,11.149
3548068,12693,4168,-3.857,12.938
3548073,12693,4169,-1.831,12.631
3548077,12693,4174,-0.997,11.152
3548088,12693,4172,1.662,9.243
3548093,12693,4173,-3.476,10.023
3548120,12693,4177,-1.816,6.735
3548296,12692,4121,-2.905,6.116
3548308,12692,4120,-2.608,9.693
3549099,12696,4298,-5.584,12.202
3549114,12696,4301,-5.623,13.518
3549126,12696,4299,-5.73,13.597
3549132,12696,4300,-5.563,13.482
3549244,12697,4298,-3.833,10.029
3549248,12697,4299,-4.017,11.793
3549259,12697,4302,-3.953,12.635
3549273,12697,4300,-3.966,9.867
3549281,12697,4301,-4.073,9.874
3549365,12697,4198,-0.637,11.671
3549369,12698,4168,-2.452,13.141
3549387,12698,4172,-1.433,9.816
3549396,12694,4299,-3.871,18.32
3549397,12698,4175,-2.795,12.955
3549400,12694,4300,-3.941,15.824
3549409,12698,4173,-3.619,9.72
3549411,12694,4298,-4.65,16.669
3549412,12698,4174,-0.221,12.26
3549424,12694,4301,-4.37,16.052
3549426,12698,4177,0.072,4.535
3549431,12694,4302,-3.903,16.706
3549518,12698,4198,-0.771,12.023
3549539,12695,4300,-4.08,10.29
3549549,12695,4301,-4.733,18.033
3549554,12695,4298,-3.86,10.451
3549558,12695,4299,-3.667,15.51
3549577,12695,4302,-5.289,18.143
3549621,12697,4120,1.64,6.954
3549631,12697,4121,2.538,3.868
3549693,12695,4198,1.777,11.339
3549702,12696,4173,-4.347,11.512
3549722,12696,4177,1.316,5.609
3549761,12698,4120,2.024,6.098
3549789,12698,4121,2.923,2.96
3549851,12697,4168,-1.78,13.398
3549858,12693,4298,-5.2,11.515
3549859,12697,4174,-0.268,11.676
3549861,12693,4299,-5.114,13.88
3549862,12697,4175,-3.368,14.094
3549864,12697,4172,2.267,9.528
3549867,12697,4173,-3.621,9.122
3549873,12693,4302,-4.837,16.264
3549884,12693,4300,-5.226,12.956
3549892,12693,4301,-5.263,13.368
3549894,12697,4177,2.145,5.614
3549923,12695,4120,1.468,7.061
3549931,12695,4121,2.318,3.978
3549989,12693,4198,-1.223,11.229
3549994,12694,4168,-0.576,11.572
3550012,12694,4172,2.828,7.873
3550016,12694,4169,1.428,11.147
3550020,12694,4170,-1.555,12.339
3550038,12694,4173,-1.593,7.258
3550044,12694,4174,-0.454,10.012
3550061,12694,4177,-0.092,7.029
3550073,12696,4121,1.671,3.926
3550094,12696,4120,0.78,7.018
3550151,12695,4168,-2.598,14.286
3550157,12695,4169,0.873,12.336
3550169,12694,4198,-1.321,10.323
3550174,12695,4172,2.466,9.206
3550180,12695,4173,-2.019,8.832
3550207,12695,4177,2.005,5.657
3550214,12695,4174,-1.489,11.355
3550220,12695,4175,-3.806,14.242
3550272,12698,3450,-1.79,9.315
3550274,12693,3610,-2.738,11.621
3550279,12698,3455,-2.185,13.139
3550296,12692,3639,-6.772,18.912
3550303,12692,3640,-4.487,13.357
3550304,12694,3583,3.045,6.356
3550333,12696,3523,-6.552,16.457
3550346,12692,3653,-1.013,9.697
3550350,12698,3468,-2.74,13.207
3550357,12692,3651,-3.84,9.959
3550369,12696,3528,-3.6,14.665
3550370,12694,3590,-0.561,8.332
3550382,12696,3531,-4.543,11.111
3550383,12698,3469,-3.403,12.945
3550389,12698,3470,-2.698,6.641
3550401,12697,3504,-1.243,12.223
3550412,12694,3603,-3.731,8.38
3550424,12694,3601,-4.215,7.24
3550432,12694,3602,-5.518,15.236
3550433,12698,3478,-1.246,7.508
3550439,12697,3514,-2.86,13.431
3550447,12693,3639,-4.95,9.559
3550474,12693,3640,-4.155,12.605
3550480,12694,3610,0.756,10.972
3550491,12697,3523,-4.19,8.711
3550502,12695,3583,2.684,7.688
3550503,12693,3645,-3.954,14.61
3550509,12676,4177,-3.05,9.209
3550517,12693,3651,-2.865,10.185
3550541,12697,3531,-0.271,8.772
3550551,12695,3590,-0.8,9.782
3550552,12697,3528,-2.668,12.482
3550558,12693,3653,-1.05,9.837
3550573,12698,3504,-0.526,12.644
3550596,12695,3601,-1.718,5.415
3550617,12692,3697,-5.46,12.976
3550631,12695,3602,-3.15,6.08
3550638,12695,3603,-2.854,6.796
3550656,12696,3450,-2.622,10.444
3550657,12697,3419,-1.758,10.839
3550659,12698,3388,-1.108,11.222
3550666,12695,3478,-2.123,7.22
3550701,12694,3514,-1.571,11.559
3550711,12695,3488,-1.03,12.525
3550712,12697,3426,-1.225,11.986
3550713,12698,3395,0.225,5.309
3550719,12697,3427,-1.701,12.495
3550720,12698,3396,2.498,5.998
3550728,12697,3424,-2.315,13.308
3550738,12694,3523,-5.172,10.131
3550753,12692,3583,-1.182,7.49
3550780,12694,3528,-0.967,9.995
3550781,12692,3590,-3.165,9.28
3550800,12696,3469,-4.923,15.895
3550801,12694,3531,1.056,6.532
3550807,12696,3470,-3.296,7.709
3550815,12696,3468,-4.407,15.077
3550816,12698,3406,1.338,8.102
3550823,12695,3504,-0.606,11.796
3550830,12698,3409,2.272,9.264
3550834,12698,3410,2.519,8.441
3550840,12692,3601,-6.161,11.409
3550845,12696,3478,-3.969,9.59
3550846,12692,3602,-6.076,13.177
3550861,12697,3450,-1.922,10.29
3550862,12698,3419,-1.701,9.967
3550874,12692,3603,-6.267,12.903
3550885,12697,3455,-1.986,12.52
3550888,12692,3610,-2.396,12.048
3550889,12698,3424,-2.173,13.525
3550899,12695,3514,-2.029,12.656
3550913,12698,3427,-1.981,12.999
3550919,12693,3583,1.879,7.726
3550929,12698,3426,-1.244,12.513
3550955,12695,3523,-4.159,9.903
3550964,12695,3528,-1.413,11.375
3550965,12693,3590,-2.375,9.864
3550992,12697,3470,-3.006,6.151
3550993,12676,4121,-4.439,12.698
3550996,12697,3468,-2.857,11.934
3551004,12695,3531,0.667,8.226
3551005,12697,3469,-3.434,12.434
3551006,12676,4120,-3.322,9.224
3551031,12693,3602,-4.352,7.987
3551032,12697,3478,-2.381,7.475
3551038,12693,3603,-4.484,8.612
3551046,12693,3601,-4.396,7.384
3551053,12693,3478,-4.059,9.574
3551085,12692,3514,-2.92,12.726
3551096,12695,3419,-2.982,11.179
3551097,12694,3450,-2.893,12.47
3551098,12698,3326,-1.078,12.053
3551103,12695,3424,-2.125,12.484
3551104,12694,3455,1.069,10.856
3551145,12695,3426,1.394,11.496
3551146,12696,3395,1.015,6.436
3551147,12693,3488,-1.171,12.191
3551155,12695,3427,-1.068,12.172
3551156,12696,3396,1.254,6.917
3551168,12697,3371,-2.098,13.425
3551176,12692,3523,-7.325,20.979
3551190,12696,3406,-3.064,10.446
3551191,12694,3468,-3.491,13.085
3551198,12698,3341,-2.49,12.259
3551206,12692,3528,-3.729,12.012
3551207,12698,3342,-2.849,10.527
3551210,12696,3409,-2.333,11.611
3551213,12696,3410,-1.999,10.723
3551217,12694,3469,-2.779,16.129
3551218,12692,3531,-2.142,9.42
3551222,12694,3470,-3.242,7.1
3551238,12693,3504,-1.266,11.798
3551245,12698,3350,-0.558,10.838
3551267,12694,3478,-3.61,10.347
3551273,12693,3514,-3.524,12.922
3551288,12695,3450,-2.328,10.68
3551289,12696,3419,-3.308,11.26
3551290,12697,3388,-0.811,10.735
3551309,12694,3488,-0.636,11.134
3551311,12697,3395,1.849,6.441
3551329,12695,3455,0.527,11.927
3551343,12693,3523,-5.516,10.464
3551352,12697,3396,2.114,6.853
3551366,12698,3371,-1.123,13.798
3551394,12695,3468,-3.196,11.226
3551395,12697,3406,1.181,7.87
3551402,12695,3469,-3.544,12.013
3551403,12693,3531,-1.783,8.077
3551409,12693,3528,-3.746,11.565
3551417,12697,3410,2.484,8.011
3551424,12694,3504,-0.205,10.515
3551429,12695,3470,-2.431,5.061
3551433,12697,3409,2.244,8.834
3551481,12695,3350,-0.813,10.291
3551499,12693,3419,-3.967,12.71
3551500,12694,3388,0.094,8.942
3551501,12692,3450,-3.972,13.236
3551537,12695,3359,-1.302,12.279
3551544,12693,3426,0.962,11.519
3551545,12694,3395,-1.741,8.239
3551553,12693,3427,-1.75,11.385
3551554,12694,3396,-0.771,8.469
3551555,12697,3303,1.539,9.112
3551565,12693,3424,-3.086,12.652
3551567,12692,3455,-2.343,12.195
3551574,12698,3270,-2.577,12.98
3551587,12697,3307,-1.918,6.865
3551609,12696,3341,-4.669,14.083
3551617,12696,3342,-4.545,14.246
3551629,12695,3371,-1.246,12.751
3551640,12692,3470,-6.362,12.292
3551645,12697,3312,-1.086,11.712
3551648,12694,3406,1.812,5.935
3551649,12698,3282,-0.129,10.455
3551670,12694,3409,2.723,7.179
3551675,12694,3410,3.044,6.357
3551687,12692,3478,-5.014,13.598
3551706,12695,3388,-1.13,10.533
3551707,12693,3450,-3.583,12.19
3551708,12694,3419,-3.024,12.693
3551712,12697,3326,-0.581,11.688
3551740,12693,3455,-2.164,12.492
3551741,12694,3424,-1.537,11.675
3551766,12695,3396,1.942,6.96
3551769,12694,3427,-0.052,11.284
3551770,12698,3303,-1.138,9.445
3551786,12695,3395,1.688,6.529
3551787,12694,3426,1.974,10.168
3551788,12692,3488,-1.515,12.088
3551795,12698,3307,-1.644,7.375
3551821,12697,3342,-2.929,11.583
3551824,12698,3312,-1.57,12.495
3551833,12697,3341,-3.269,9.67
3551841,12693,3470,-3.278,7.306
3551844,12695,3409,2.363,8.512
3551847,12695,3406,1.371,7.433
3551848,12693,3468,-3.456,15.541
3551852,12693,3469,-4.442,16.964
3551860,12697,3350,1.635,10.376
3551873,12695,3410,2.683,7.689
3551882,12692,3504,-2.083,11.92
3551910,12698,3709,-2.751,10.525
3551916,12698,3710,-3.201,9.64
3551951,12697,3751,-2.258,12.752
3551965,12697,3754,-4.336,9.584
3551971,12698,3724,-2.242,12.607
3551978,12697,3752,-3.023,7.671
3551984,12697,3753,-2.974,6.911
3551998,12698,3725,-4.859,14.601
3552099,12698,3751,-2.746,12.002
3552107,12698,3752,-2.907,9.13
3552133,12698,3753,-3.209,7.923
3552139,12698,3754,-5.616,14.953
3552233,12696,3710,-4.44,12.969
3552239,12698,3645,-2.857,12.627
3552246,12697,3677,-1.74,13.469
3552259,12698,3651,-3.167,10.206
3552297,12698,3653,-0.704,10.639
3552309,12695,3752,-4.172,11.084
3552318,12695,3753,-2.358,6.084
3552329,12695,3751,-3.118,13.096
3552336,12696,3725,-5.058,13.888
3552344,12695,3754,-4.275,9.963
3552352,12696,3724,-3.934,13.937
3552353,12697,3693,-3.908,12.307
3552361,12698,3667,-2.421,11.662
3552371,12697,3699,-3.146,10.184
3552387,12697,3697,-1.813,7.274
3552441,12697,3710,-2.795,7.791
3552451,12698,3677,-2.78,12.78
3552459,12697,3709,-0.014,9.55
3552516,12696,3753,-6.012,14.408
3552521,12696,3754,-6.092,11.69
3552531,12696,3752,-5.764,14.966
3552550,12697,3724,-3.191,13.601
3552551,12698,3693,-2.767,14.549
3552557,12697,3725,-3.608,9.82
3552561,12698,3699,-2.289,12.743
3552573,12698,3697,-1.785,7.094
3552604,12697,3610,-2.141,12.582
3552618,12696,3639,-5.228,10.714
3552625,12696,3640,-3.187,11.128
3552630,12696,3645,-4.636,14.197
3552631,12698,3583,2.52,8.44
3552637,12695,3677,-2.918,13.854
3552666,12694,3709,-0.486,7.918
3552672,12694,3710,-3.415,10.234
3552692,12696,3651,-4.738,11.474
3552702,12698,3590,-1.234,10.453
3552708,12693,3751,-5.547,15.506
3552727,12693,3754,-5.812,10.58
3552731,12695,3693,-4.037,12.473
3552732,12694,3724,-4.782,14.805
3552736,12693,3752,-4.455,8.834
3552741,12693,3753,-4.37,8.508
3552753,12698,3603,-2.522,7.476
3552760,12695,3697,-1.731,6.381
3552766,12694,3725,-4.836,10.125
3552767,12698,3601,-4.322,8.803
3552773,12698,3602,-4.115,12.807
3552788,12697,3639,-3.496,8.591
3552793,12696,3667,-4.017,13.224
3552802,12695,3699,-3.674,9.822
3552819,12697,3640,-1.668,10.73
3552826,12698,3610,-2.041,13.069
3552840,12695,3709,-1.253,9.49
3552850,12697,3645,-2.941,11.711
3552863,12697,3651,-3.483,9.075
3552871,12695,3710,-3.156,9.72
3552901,12697,3653,0.453,10.085
3552908,12694,3751,-5.472,14.179
3552913,12694,3752,-4.022,8.806
3552928,12695,3724,-3.69,10.616
3552934,12695,3725,-5.372,14.109
3552939,12694,3753,-5.372,12.281
3552945,12694,3754,-5.473,10.549
3552953,12696,3697,-3.699,9.058
3552958,12697,3667,-3.08,12.919
3552982,12698,3639,-4.125,11.937
3552989,12698,3640,-1.245,9.867
3553000,12696,3699,-3.894,14.251
3553015,12694,3639,-5.543,12.428
3553022,12694,3640,-2.716,12.604
3553037,12698,3514,-1.413,13.933
3553058,12695,3610,0.52,12.029
3553071,12692,3709,-2.795,8.805
3553072,12698,3523,-4.097,10.04
3553078,12692,3710,-4.709,16.037
3553082,12696,3583,-1.937,10.792
3553083,12694,3645,-2.266,13.413
3553095,12694,3651,-1.621,7.234
3553107,12698,3528,-3.221,11.872
3553127,12698,3531,-2.548,9.268
3553136,12694,3653,-0.655,8.504
3553168,12696,3601,-4.791,9.151
3553174,12696,3602,-4.546,9.975
3553182,12693,3693,-5.569,17.995
3553196,12693,3699,-4.38,12.884
3553203,12696,3603,-3.916,9.499
3553210,12693,3697,-5.55,15.638
3553218,12695,3640,-2.395,11.282
3553240,12695,3639,-4.378,11.464
3553251,12695,3645,-2.718,15.766
3553252,12697,3583,2.485,8.01
3553268,12693,3710,-4.361,10.194
3553287,12693,3709,-2.064,9.075
3553295,12697,3590,0.293,9.951
3553303,12695,3653,-0.803,9.773
3553318,12695,3651,-2.057,8.65
3553349,12692,3753,-6.215,12.106
3553356,12692,3754,-7.32,21.286
3553364,12692,3752,-6.21,13.393
3553368,12697,3602,-3.014,6.265
3553375,12697,3603,-4.156,7.654
3553383,12693,3724,-4.939,15.707
3553384,12694,3693,-5.404,11.655
3553389,12693,3725,-5.106,10.868
3553391,12697,3601,-3.75,7.94
3553398,12694,3699,-4.553,10.78
3553413,12694,3697,-3.729,9.212
3553419,12695,3667,-3.008,12.925
3553456,12698,2944,-2.38,7.848
3553462,12693,3096,-7.035,14.265
3553468,12698,2942,-2.413,12.948
3553472,12695,3040,0.318,9.056
3553476,12695,3041,-2.05,5.152
3553477,12694,3072,-4.65,10.394
3553488,12695,3039,2.272,8.917
3553511,12694,3080,-1.762,9.815
3553519,12694,3078,0.908,7.766
3553528,12693,3115,-5.32,10.018
3553534,12693,3112,-4.692,9.789
3553536,12695,3051,-2.682,8.235
3553539,12692,3144,-3.161,12.483
3553540,12676,3640,-4.177,12.563
3553548,12697,2994,-2.314,12.838
3553554,12695,3057,-2.742,8.646
3553555,12692,3150,-1.126,10.381
3553559,12697,2992,2.13,9.644
3553560,12695,3055,-0.746,11.72
3553580,12695,3059,-1.512,12.314
3553581,12696,3028,-1.797,9.85
3553589,12694,3096,-5.827,17.761
3553595,12697,3000,-0.673,10.307
3553623,12695,3072,-3.236,11.342
3553624,12696,3041,-4.521,9.203
3553631,12696,3039,-3.435,12.059
3553634,12696,3040,-3.981,12.58
3553637,12692,3169,-6.213,12.912
3553651,12692,3168,-5.953,11.449
3553653,12695,3080,1.267,8.312
3553659,12694,3112,-4.197,10.111
3553662,12695,3078,1.779,9.2
3553668,12694,3115,-5.698,13.291
3553669,12692,3177,-2.749,12.599
3553674,12698,2992,2.159,10.074
3553678,12696,3051,-3.655,12.553
3553679,12693,3144,-3.874,10.094
3553695,12696,3057,-4.101,9.75
3553696,12693,3150,-1.202,11.437
3553709,12692,3179,-2.875,8.847
3553713,12698,2994,-2.466,12.088
3553722,12698,3000,-1.138,10.856
3553734,12697,3028,-1.866,9.742
3553744,12694,3000,0.207,8.634
3553755,12693,3028,-3.094,11.721
3553756,12692,3059,-2.145,11.827
3553773,12696,2942,-4.714,14.424
3553785,12698,2883,-0.323,10.077
3553789,12693,3039,-1.42,9.062
3553793,12698,2881,-2.915,8.051
3553795,12696,2944,-4.402,9.819
3553797,12697,2918,-3.39,8.223
3553798,12698,2887,1.47,8.074
3553801,12698,2888,-3.77,9.655
3553805,12693,3040,-1.589,8.868
3553809,12693,3041,-4.425,7.376
3553815,12692,3078,-1.905,8.962
3553819,12698,2889,-3.139,7.527
3553827,12693,3051,-2.542,10.915
3553828,12698,2896,-3.491,14.942
3553834,12692,3080,-3.592,10.641
3553836,12695,2992,2.239,9.322
3553837,12697,2930,-3.849,12.148
3553839,12693,3055,-1.754,11.828
3553840,12697,2931,-2.852,12.675
3553852,12698,2903,-0.769,11.045
3553860,12693,3059,-1.934,12.218
3553861,12694,3028,-1.87,11.334
3553865,12695,2994,-3.192,13.224
3553871,12693,3057,-3.714,10.381
3553876,12695,3000,-1.296,9.963
3553894,12697,2942,-3.528,9.592
3553912,12694,3039,2.561,7.584
3553914,12694,3040,1.92,7.732
3553917,12697,2944,-2.848,8.188
3553929,12693,3072,-4.599,11.122
3553930,12694,3041,-4.022,7.131
3553936,12698,2918,-3.206,10.708
3553938,12693,3078,-1.106,9.109
3553953,12694,3051,-0.986,9.301
3553963,12693,3080,-2.202,9.678
3553968,12692,3112,-6.31,18.711
3553971,12694,3055,-0.33,10.393
3553972,12698,2931,-1.679,11.508
3553980,12692,3115,-7.209,20.492
3553983,12698,2930,-1.403,10.388
3553988,12695,3028,-1.906,9.893
3553989,12694,3059,-0.972,10.713
3553997,12694,3057,-3.25,10.251
3554018,12693,2964,-1.356,11.806
3554024,12695,2903,0.527,10.022
3554032,12698,2815,-2.587,13.356
3554042,12692,3000,-2.364,9.675
3554053,12696,2881,-4.539,9.969
3554055,12694,2944,-4.114,8.718
3554066,12694,2942,-2.747,12.361
3554072,12696,2883,-3.081,11.492
3554079,12698,2822,2.273,9.263
3554082,12696,2889,-4.575,9.158
3554089,12695,2918,-3.214,9.698
3554090,12696,2887,-3.439,10.431
3554092,12696,2888,-3.662,9.239
3554093,12697,2857,-4.896,8.726
3554102,12698,2832,-1.834,11.371
3554104,12697,2860,-1.078,11.964
3554113,12698,2835,-3.184,10.388
3554118,12698,2836,2.2,8.384
3554123,12697,2864,-1.502,12.005
3554128,12698,2834,-1.32,13.059
3554135,12693,2994,-4.727,15.037
3554137,12697,2870,-0.188,11.358
3554141,12694,2964,-0.243,10.81
3554145,12695,2930,-2.766,11.954
3554146,12693,2992,-1.267,9.191
3554168,12692,3028,-3.644,12.348
3554180,12693,3000,-2.013,9.987
3554192,12695,2944,-3.659,7.191
3554194,12697,2883,-0.216,9.457
3554200,12695,2942,-2.601,13.659
3554203,12697,2881,-2.937,6.803
3554206,12692,3041,-5.677,9.875
3554211,12696,2918,-4.74,12.69
3554212,12697,2887,1.416,7.711
3554215,12692,3039,-2.13,8.864
3554217,12692,3040,-3.015,8.774
3554224,12698,2860,-1.365,12.438
3554227,12697,2888,-3.012,6.658
3554228,12698,2857,-3.063,7.741
3554233,12697,2889,-3.004,6.734
3554237,12698,2864,-0.999,12.4
3554247,12696,2930,-3.909,11.878
3554248,12694,2992,-0.113,7.99
3554251,12692,3051,-2.606,10.684
3554252,12697,2896,-4.051,16.023
3554260,12695,2964,0.08,11.994
3554261,12692,3057,-2.663,11.82
3554268,12697,2903,0.468,10.398
3554272,12696,2931,-3.544,13.276
3554273,12692,3055,-1.792,11.986
3554278,12694,2994,-4.511,14.864
3554280,12698,2870,-0.794,11.676
3554287,12693,2903,0.105,9.834
3554296,12694,2870,-0.401,9.975
3554322,12697,2781,-2.499,6.256
3554335,12697,2787,2.264,9.029
3554336,12698,2756,-2.728,10.62
3554343,12696,2815,-4.674,13.867
3554344,12697,2784,-0.233,11.273
3554354,12694,2883,0.224,7.259
3554359,12696,2822,-2.932,11.648
3554364,12694,2881,-5.357,11.426
3554365,12697,2788,-2.512,13.338
3554366,12698,2757,-1.119,7.98
3554369,12692,2944,-5.615,13.7
3554373,12693,2918,-2.757,12.313
3554374,12694,2887,2.002,6.355
3554375,12697,2794,-3.215,12.983
3554378,12695,2857,-3.99,9.622
3554379,12694,2888,-4.829,11.953
3554386,12698,2761,-0.635,9.642
3554392,12695,2860,-1.099,11.653
3554395,12698,2768,0.557,10.283
3554396,12676,3450,-4.444,13.821
3554402,12694,2889,-4.351,8.639
3554408,12695,2864,-1.756,11.574
3554415,12694,2896,-5.652,16.425
3554423,12696,2832,-3.099,12.457
3554424,12697,2801,-4.762,12.852
3554430,12696,2835,-4.834,11.691
3554438,12696,2836,-2.951,10.737
3554439,12693,2929,-0.626,12.186
3554443,12694,2903,-0.473,8.454
3554453,12695,2870,-1.011,11.15
3554457,12692,2964,-1.604,11.737
3554473,12697,2815,-2.928,11.251
3554474,12698,2784,-0.287,11.888
3554481,12698,2781,-2.918,7.258
3554489,12693,2942,-4.396,13.967
3554490,12698,2787,-0.683,9.583
3554493,12695,2881,-4.134,7.132
3554494,12698,2788,-2.512,13.568
3554507,12697,2822,2.245,8.832
3554511,12693,2944,-4.734,9.46
3554513,12695,2883,-0.146,8.78
3554519,12695,2888,-4.679,9.826
3554520,12696,2857,-5.047,10.997
3554525,12695,2889,-1.059,5.593
3554535,12695,2887,1.618,7.528
3554536,12694,2918,-3.195,10.887
3554537,12698,2794,-2.747,11.755
3554552,12695,2896,-4.191,16.332
3554553,12697,2834,-2.068,12.62
3554558,12697,2835,-2.813,7.851
3554561,12697,2832,-1.872,12.217
3554562,12698,2801,-3.397,12.651
3554574,12694,2929,-0.276,10.964
3554575,12697,2836,0.957,8.013
3554578,12692,2992,-1.477,9.219
3554583,12693,3350,-1.403,10.073
3554603,12697,3225,1.87,8.718
3554623,12698,3197,-1.796,14.057
3554630,12698,3198,-1.665,8.348
3554643,12693,3359,-2.21,12.811
3554656,12694,3326,-0.921,10.205
3554657,12692,3388,-2.71,10.229
3554683,12697,3243,-3.991,11.358
3554690,12692,3395,-2.655,9.025
3554699,12695,3303,1.782,8.747
3554700,12692,3396,-2.767,9.746
3554712,12693,3371,-3.762,13.011
