Nothing,OMAZ,DMAZ,BIKE_LOGSUM,BIKE_TIME
2,1196,1607,-2.865,5.315
11,962,8861,0.012,4.676
13,1201,1453,-0.736,7.659
19,1003,7591,-2.059,7.565
29,1247,28,-1.851,7.623
43,1155,2881,-5.912,12.41
62,1201,1449,-1.436,7.766
63,1215,1015,-0.786,11.948
72,1215,1016,-0.484,10.36
79,1196,1606,-0.612,3.151
81,1247,25,-0.758,4.443
95,1155,2870,-0.091,4.179
99,887,11178,-2.785,7.384
108,887,11179,-2.851,7.511
111,1202,1415,1.031,6.602
114,1156,2841,-0.983,7.768
122,1215,1013,-0.531,13.069
134,1156,2835,-2.003,3.166
137,984,8167,-1.596,9.62
141,887,11174,-2.547,7.364
142,1178,2154,-1.425,8.956
144,1156,2836,-3.773,10.575
150,961,8881,-4.899,12.551
152,887,11175,-2.061,7.206
157,1178,2155,-4.331,12.625
160,887,11176,-2.088,6.763
170,1185,1939,3.515,2.719
177,1156,2838,-0.476,8.551
184,887,11170,-2.233,11.203
186,1201,1437,-1.346,6.098
187,1156,2832,-4.765,10.93
191,961,8877,-1.378,13.596
192,887,11171,-0.575,7.225
196,1155,2864,-0.285,3.228
201,887,11172,-0.516,5.829
203,1016,7174,0.166,6.962
207,1156,2834,1.235,4.554
212,887,11173,-0.445,5.561
220,1017,7136,-1.732,5.772
221,887,11166,-3.507,11.005
227,1201,1433,-0.786,3.919
235,887,11167,-4.458,11.973
239,1017,7137,-1.204,10.586
244,1201,1434,0.079,3.661
248,1213,1062,0.09,4.471
249,1210,1155,-1.06,8.728
253,1155,2860,0.162,4.468
255,887,11168,-3.026,11.1
262,887,11169,-5.779,12.586
269,1213,1056,0.181,2.722
271,1247,2,0.371,2.228
277,887,11162,-2.018,7.569
287,1013,7257,-1.876,10.584
288,887,11163,-1.446,7.674
292,1201,1430,-1.204,7.759
296,1041,6390,-3.316,12.538
303,887,11164,-3.552,10.884
306,1155,2857,-6.075,15.388
312,1017,7135,0.52,3.56
314,887,11165,-3.91,10.387
317,1185,1920,-1.632,9.095
321,982,8213,-1.475,6.558
326,887,11158,0.67,7.38
327,1215,991,-0.557,10.086
336,887,11159,0.344,7.599
342,1201,1426,-3.057,15.634
343,1213,1054,-1.81,6.77
350,887,11160,-0.559,5.503
358,1156,2822,-2.982,9.898
361,1062,5736,-1.637,9.482
362,887,11161,-0.256,9.345
372,904,10627,0.618,3.508
373,1156,2815,3.343,2.467
378,887,11154,-1.632,10.499
385,1178,2134,-2.153,9.594
386,887,11155,-3.018,10.471
392,961,8861,0.549,6.858
393,1041,6381,-1.922,9.936
401,1196,1577,-0.788,5.057
404,1213,1050,0.248,2.252
406,1164,2569,-0.859,5.587
421,887,11157,0.228,7.842
423,1215,982,-0.635,9.92
424,1237,300,-1.78,12.733
435,887,11150,-2.966,10.76
442,887,11151,-2.201,10.258
444,1215,984,-1.577,11.005
453,887,11152,-1.833,7.731
462,887,11153,-1.661,8.655
468,1155,2838,-1.232,6.473
469,1062,5721,-1.881,14.26
470,1013,7240,-2.148,9.244
473,887,11146,-1.529,9.045
474,1213,1041,-1.927,8.274
483,887,11147,-1.724,8.414
491,887,11148,-1.143,7.24
497,887,11149,-2.702,10.967
498,1201,1415,-0.854,8.14
500,1215,981,3.407,7.072
501,1196,1570,-4.026,7.421
504,1155,2841,-1.047,8.347
505,1155,2834,-2.405,10.194
507,1237,292,3.424,4.101
508,887,11142,-3.998,12.808
518,1155,2835,-4.507,12.408
524,887,11143,0.242,9.59
530,1155,2836,-0.634,2.584
531,1213,1038,0.099,4.037
532,887,11144,-2.358,9.73
539,1016,7145,-6.64,12.085
548,1016,7146,-4.691,11.662
552,887,11145,-1.431,8.85
553,1185,1900,-2.62,7.137
554,1237,288,-0.142,4.828
559,887,11138,-5.116,11.765
560,1196,1559,3.403,1.491
563,962,8813,-2.947,9.711
571,1178,2117,-1.426,9.237
574,1185,1901,-2.442,5.972
577,1156,2800,-1.075,12.993
581,887,11139,-4.119,11.775
583,1237,290,0.256,6.195
584,887,11140,-3.58,11.046
588,1178,2119,-1.744,5.816
603,887,11141,-0.281,10.348
607,1202,1369,-1.584,11.992
609,1164,2547,-1.284,5.78
611,887,11134,-3.023,14.82
616,1016,7135,-1.474,8.426
624,1016,7136,-0.751,4.984
626,887,11135,-4.755,14.49
635,1016,7137,1.44,3.802
638,887,11136,-5.541,12.569
643,887,11137,-5.424,16.216
647,1164,2550,-5.633,12.548
652,1215,962,0.341,6.577
653,1202,1365,0.735,5.418
654,1155,2822,-1.294,3.445
682,962,8807,-2.872,11.696
683,961,8838,-0.832,10.537
696,1038,6452,-0.975,7.185
703,1156,2787,-2.946,8.345
717,981,8213,-0.311,4.157
723,1156,2788,-0.018,3.127
734,1215,961,-0.045,3.003
747,1155,2942,-3.803,13.217
766,1155,2944,-5.447,14.607
778,1247,93,-0.728,6.801
779,962,8928,-2.018,10.248
792,1185,2008,-2.653,5.798
794,1247,86,-3.207,9.763
802,1111,4302,-1.626,14.596
811,1041,6473,-4.597,12.668
814,887,11247,-4.501,14.602
819,1062,5823,-3.788,8.955
832,1054,6072,-1.054,9.647
842,1202,1477,-0.503,9.692
843,1201,1508,-2.596,12.51
847,1156,2903,-3.812,11.806
852,1201,1509,-3.648,13.88
863,1185,2006,-2.112,6.087
867,1201,1510,-3.768,14.076
879,887,11244,-3.577,16.086
881,1164,2657,-3.243,11.398
882,1202,1480,-0.782,8.602
885,1247,85,-3.219,7.825
895,1201,1511,-4.418,13.53
904,1201,1504,-1.458,13.963
909,1164,2651,-0.669,5.622
914,1016,7239,-3.586,12.471
923,1178,2218,-2.111,8.926
929,1016,7240,-0.495,4.842
943,1041,6466,-3.704,12.19
944,1062,5815,1.077,4.252
945,962,8915,-2.766,8.473
949,1247,81,-0.345,5.239
964,962,8909,-0.097,5.402
974,1185,1997,-5.136,11.141
977,1156,2896,-4.818,9.258
990,1185,1998,-3.065,13.539
997,1237,387,-0.381,6.621
999,1155,2929,-0.389,5.249
1008,1185,1992,-2.255,5.631
1012,1215,1062,3.285,7.429
1013,904,10703,-0.047,5.093
1023,1237,381,-2.045,9.774
1033,904,10704,-0.732,5.587
1038,1202,1467,1.229,1.307
1066,1210,1213,-1.498,8.683
1067,1156,2887,-2.558,8.347
1068,1155,2918,-4.747,9.064
1070,1062,5801,0.098,3.376
1072,1041,6452,-1.552,11.454
1080,1156,2888,-1.236,2.013
1088,1196,1649,-4.841,9.898
1090,1156,2889,-3.388,5.303
1100,1185,1991,-1.004,6.534
1107,1003,7633,-1.717,11.158
1111,904,10702,0.422,5.898
1112,1215,1054,1.179,5.582
1115,887,11222,3.431,2.192
1120,1156,2883,-3.695,12.828
1121,961,8928,-3.259,11.514
1137,1210,1210,5.58,1.222
1139,887,11223,-0.184,3.332
1147,1215,1056,-2.236,12.294
1153,887,11224,0.191,4.537
1164,1015,7257,-1.797,10.834
1169,1202,1453,-0.83,6.718
1170,1215,1050,-1.84,11.98
1185,887,11218,0.386,2.127
1187,1201,1485,-2.597,15.608
1198,887,11219,2.698,2.327
1203,1164,2633,-1.238,8.716
1204,1156,2881,-4.255,6.297
1205,1202,1455,-2.705,11.351
1212,984,8213,-2.082,8.209
1216,887,11220,0.591,1.667
1219,981,8306,-5.737,12.853
1220,1237,371,-1.304,8.851
1230,887,11221,3.944,1.241
1236,887,11214,-0.87,3.979
1238,1202,1449,-0.6,7.393
1240,1201,1480,-2.732,8.135
1241,1185,1976,1.363,2.008
1247,1247,55,-0.655,5.692
1251,887,11215,1.195,2.261
1254,1247,56,-1.692,6.342
1255,1237,366,-1.566,10.342
1266,887,11216,3.13,1.659
1276,887,11217,3.339,2.06
1294,1201,1477,-2.447,10.851
1299,1016,7212,-4.571,9.424
1303,1196,1632,-0.441,3.092
1308,1155,2903,0.728,2.577
1312,1164,2624,-0.827,6.09
1314,1185,1974,1.057,3.729
1331,1185,1975,-1.13,9.34
1333,887,11213,3.476,1.195
1337,1215,1038,3.377,7.45
1339,962,8881,-4.53,12.596
1351,904,10679,0.034,5.778
1358,1164,2620,-3.258,11.554
1379,1015,7240,-3.236,11.718
1381,1041,6434,0.328,4.954
1387,961,8915,-1.21,7.909
1390,1247,49,-1.347,7.253
1392,1215,1041,3.912,2.961
1393,1210,1196,-4.084,16.784
1397,1156,2870,-2.168,10.859
1402,1202,1437,0.693,4.572
1406,1213,1096,-1.989,7.13
1409,962,8877,-0.457,11.693
1410,904,10675,-2.923,11.391
1415,961,8909,-0.134,7.371
1416,1237,353,-1.456,10.957
1418,1185,1965,3.948,0.828
1424,904,10676,-2.233,10.741
1428,887,11204,-0.946,4.604
1432,1196,1625,3.973,0.786
1437,904,10677,-0.673,5.056
1440,1185,1967,-4.542,10.831
1441,1178,2184,-3.478,8.132
1444,887,11205,-1.511,4.176
1449,904,10678,0.74,4.951
1451,1202,1433,0.813,1.609
1453,1210,1185,-1.87,11.423
1455,1164,2611,-3.016,5.148
1457,904,10671,-1.529,10.449
1467,1202,1434,0.81,1.482
1469,904,10672,-1.418,9.74
1476,1156,2860,-1.914,11.215
1479,1164,2612,-3.713,7.883
1484,1213,1094,-0.135,4.381
1486,904,10673,-1.43,8.16
1492,1201,1467,-0.185,3.337
1494,1041,6427,-1.592,8.439
1495,904,10674,-1.405,10.379
1506,904,10667,-3.362,12.709
1510,1202,1430,-0.571,6.719
1513,1155,2887,-1.848,4.399
1515,904,10668,-1.777,10.416
1521,1156,2857,-0.389,1.679
1522,1247,36,0.241,3.54
1528,904,10669,-1.402,10.309
1540,904,10670,-1.942,11.471
1543,1155,2889,-6.959,12.231
1545,1038,6516,-0.979,7.966
1564,1210,1178,-1.233,9.491
1567,1155,2883,3.212,1.569
1577,1237,342,0.457,2.906
1579,1178,2171,-1.039,9.035
1583,904,10665,-2.09,11.821
1589,1041,6419,-3.582,11.253
1590,904,10666,-2.768,12.205
1593,1202,1293,0.028,4.633
1596,1178,2037,-1.793,9.488
1604,1215,891,3.494,5.247
1605,1196,1480,-0.293,3.465
1614,1178,2039,-4.382,12.989
1622,1201,1327,-1.961,9.195
1632,1062,5629,-3.018,6.666
1634,1237,204,0.475,1.854
1640,1056,5815,-2.238,8.425
1647,1201,1321,-1.352,8.112
1656,1196,1477,3.384,1.519
1661,1017,7026,-1.449,5.056
1673,1041,6283,-1.593,10.538
1684,1185,1812,-1.345,9.036
1688,1062,5625,-1.571,8.732
1700,1210,1038,-3.931,13.656
1712,1185,1814,-2.31,6.447
1738,1213,940,-5.327,12.571
1742,1196,1467,-5.189,11.292
1750,1016,7047,-1.695,5.535
1792,991,7825,-4.542,8.003
1801,1013,7136,-1.084,5.853
1812,1013,7137,-0.364,6.077
1814,898,10702,-0.701,7.416
1827,898,10703,1.912,7.442
1828,1156,2705,-0.373,8.462
1834,1062,5619,0.153,4.349
1836,1237,195,-1.781,10.94
1838,898,10704,-2.032,9.095
1849,1003,7449,-1.043,7.967
1857,1201,1304,-3.163,14.873
1859,1213,932,-0.64,7.124
1862,1094,4621,3.157,3.893
1870,1201,1305,-1.809,9.361
1871,1213,933,-1.136,5.811
1882,1201,1306,-2.17,9.655
1884,1215,872,-0.536,10.137
1886,1185,1802,-1.083,6.551
1888,1156,2701,3.232,2.627
1892,1056,5801,-1.669,7.212
1894,1062,5615,-2.57,9.85
1896,1041,6267,-0.872,5.937
1902,1013,7135,0.187,2.934
1904,1015,7073,-1.699,7.205
1908,1202,1269,-0.576,9.589
1911,1164,2447,-2.791,13.347
1920,1155,2727,-1.956,13.192
1931,1237,186,-1.086,10.804
1932,1155,2728,-1.885,10.05
1937,961,8742,-1.279,10.438
1944,1202,1272,-0.441,9.344
1949,1155,2729,-5.035,11.866
1955,1210,1017,-1.166,9.524
1965,1201,1297,-2.315,12.39
1967,1185,1793,-6.056,12.804
1972,899,10659,-5.274,13.955
1992,1156,2694,-2.916,12.358
1994,982,8088,-0.817,5.365
1996,991,7809,-4.271,8.605
2010,898,10685,-3.214,9.825
2011,899,10654,-0.067,2.689
2016,1201,1293,-1.153,6.945
2020,1178,2006,-0.445,7.334
2032,1196,1449,-0.119,6.044
2034,1210,1015,-1.664,11.222
2043,1178,2008,-1.255,5.4
2054,899,10650,3.219,4.904
2064,898,10681,-0.656,8.816
2069,1196,1444,-3.008,7.446
2071,898,10682,0.788,9.13
2072,899,10651,0.014,3.084
2085,898,10683,-4.804,11.32
2087,899,10652,-0.623,4.078
2100,899,10653,0.115,2.992
2101,1016,7026,-0.957,4.958
2103,904,10498,0.558,4.426
2105,898,10684,0.409,7.875
2109,899,10646,-1.053,8.397
2115,1178,1997,-3.041,12.457
2121,898,10677,-1.322,10.82
2131,899,10647,-0.836,9.638
2133,1178,1998,-2.85,14.925
2135,898,10678,-2.122,10.546
2136,1164,2432,-3.594,8.096
2150,899,10648,0.403,5.064
2156,898,10679,-2.195,11.389
2158,1038,6339,-0.376,6.934
2160,982,8075,-0.9,4.291
2177,899,10649,-0.059,3.989
2180,898,10680,-3.609,10.402
2187,898,10673,0.649,4.7
2188,899,10642,-1.052,7.197
2202,899,10643,-0.288,6.454
2207,1015,7047,-0.482,3.715
2208,898,10674,0.008,5.499
2210,1016,7016,-4.261,12.205
2211,1196,1437,-3.635,6.982
2215,1156,2677,-3.516,11.019
2218,898,10675,-1.161,6.781
2219,899,10644,-1.169,6.495
2231,898,10676,-0.58,6.384
2233,899,10645,-0.2,6.341
2237,899,10638,-2.582,7.177
2243,898,10669,0.062,3.955
2250,898,10670,0.043,2.263
2251,899,10639,-2.692,7.426
2255,1196,1433,-5.333,11.88
2256,1237,162,0.779,9.78
2257,1202,1247,0.842,7.158
2258,899,10640,-1.098,14.139
2259,1178,1991,-0.595,8.079
2266,898,10671,0.16,4.739
2271,899,10641,-0.446,6.782
2274,1196,1434,-5.335,11.506
2275,1178,1992,-1.44,5.69
2278,898,10672,0.333,4.184
2283,1155,2705,-1.968,8.584
2286,1201,1272,-1.51,10.523
2293,898,10665,3.79,1.201
2299,899,10634,-1.488,4.996
2306,899,10635,-1.658,5.694
2308,898,10666,-0.249,2.0
2312,1016,7008,-2.175,10.547
2313,991,7783,-6.256,13.379
2318,898,10667,-0.93,2.401
2320,1062,5583,-2.548,7.514
2322,899,10636,-3.171,7.258
2327,1155,2701,-2.991,14.382
2333,899,10637,-2.415,6.929
2339,898,10668,0.028,3.984
2341,1202,1237,1.057,1.335
2348,981,8088,3.727,3.788
2349,1155,2694,0.288,2.964
2354,898,10661,0.246,8.173
2357,899,10630,-2.087,11.392
2360,1201,1269,-1.986,10.215
2364,898,10662,-1.339,2.937
2371,899,10631,-0.865,6.19
2376,1210,991,-4.09,16.854
2381,899,10632,-0.397,6.165
2388,898,10663,-1.282,8.006
2392,1213,899,3.419,5.002
2397,899,10633,-0.237,5.884
2399,1196,1426,-0.107,3.96
2408,898,10664,-0.552,2.805
2416,898,10657,0.212,5.313
2431,991,7775,-0.373,4.06
2436,898,10658,-0.74,4.849
2449,1054,5823,-4.043,8.739
2451,898,10659,-0.235,5.216
2456,1094,4584,-3.009,8.925
2458,898,10660,-2.005,10.115
2459,899,10629,-1.774,8.31
2464,1202,1357,-0.481,7.574
2465,1213,1016,-0.677,6.85
2466,1185,1884,3.552,2.417
2468,1196,1543,-1.681,8.907
2476,1213,1017,-0.214,4.063
2478,1156,2784,-2.005,12.907
2479,1155,2815,-2.647,13.589
2483,991,7899,-0.312,2.796
2489,1003,7528,-2.006,9.734
2494,1164,2538,-2.849,10.696
2501,1050,6072,-3.473,14.766
2512,1213,1013,0.2,7.011
2517,1196,1540,-2.744,5.678
2522,1111,4175,-0.559,3.962
2523,962,8794,-0.603,9.972
2537,1156,2781,-4.187,5.745
2545,1111,4176,-2.202,6.623
2547,1213,1015,3.532,4.181
2558,1111,4177,-0.868,7.366
2578,1038,6434,0.557,1.846
2588,962,8791,0.102,4.184
2622,1185,1874,-0.319,3.102
2629,982,8167,-1.778,8.291
2633,1237,263,-0.854,10.656
2640,1041,6339,-0.218,5.364
2656,1210,1094,-4.093,13.271
2657,1202,1342,-1.415,9.782
2661,1156,2768,-2.904,12.269
2663,961,8813,-3.047,10.716
2669,1155,2800,-0.011,4.99
2671,1215,940,0.216,3.046
2678,1213,1003,0.121,11.426
2695,1041,6328,-3.07,11.381
2701,1201,1369,-3.274,12.982
2705,1017,7073,-1.03,8.759
2711,899,10731,1.654,6.123
2713,1015,7135,3.871,1.945
2714,1237,254,-1.319,10.935
2722,962,8779,-2.777,8.044
2724,1015,7136,-1.51,4.606
2738,1015,7137,-1.345,8.56
2741,1201,1364,-4.881,14.565
2744,899,10726,0.284,3.707
2746,1201,1365,-3.853,10.437
2748,1185,1861,1.377,2.568
2752,1054,5922,-3.932,14.256
2755,899,10727,0.275,7.769
2760,1202,1335,-1.193,11.439
2761,1215,932,0.641,10.502
2762,899,10728,0.922,4.849
2765,1185,1862,3.514,2.72
2766,1164,2513,-2.947,13.695
2767,1096,4621,2.694,6.648
2771,1038,6419,-2.48,7.647
2773,1215,933,0.806,6.408
2775,899,10729,3.078,4.256
2799,1156,2756,-4.51,15.693
2800,1155,2787,-1.371,4.965
2805,984,8088,-0.478,3.217
2808,1156,2757,3.317,0.897
2809,1155,2788,-2.792,13.987
2816,1237,247,-2.206,9.634
2818,1003,7501,-4.556,13.039
2822,1202,1332,-0.695,10.086
2823,1213,991,-1.062,5.433
2829,1164,2510,-2.839,7.925
2831,1196,1511,-4.303,11.598
2833,1237,240,0.371,6.002
2835,1213,984,0.02,2.855
2845,1201,1357,-2.171,8.798
2846,991,7867,0.199,2.027
2858,1202,1327,-1.004,8.95
2861,1155,2784,-0.216,3.372
2868,1202,1328,-0.363,7.979
2882,1202,1321,-0.65,7.135
2884,1185,1848,-5.2,12.651
2903,1213,981,0.75,4.166
2904,1196,1508,-0.215,4.651
2906,1178,2066,-0.052,4.981
2917,1237,238,-1.04,11.274
2921,1213,982,0.351,1.471
2923,1196,1509,-0.599,5.69
2931,961,8794,-1.2,11.808
2933,904,10561,-0.402,7.863
2936,1196,1510,-1.874,6.183
2939,1155,2781,-5.702,11.711
2944,991,7865,-7.206,12.925
2954,1237,232,0.837,3.25
2962,984,8075,0.476,2.243
2966,1164,2496,-3.368,7.077
2967,1237,233,-0.299,5.354
2969,1196,1504,-0.846,5.254
2984,961,8791,0.222,4.009
2987,1178,2064,1.147,5.788
2990,1156,2746,-3.283,7.403
3008,1178,2059,-2.079,10.478
3027,981,8167,0.972,4.726
3043,1210,1062,-4.216,14.173
3051,1201,1342,-3.075,11.374
3056,1155,2768,0.751,2.246
3068,1017,7047,-1.435,5.172
3075,1202,1305,-0.368,7.83
3084,1202,1306,-0.842,8.024
3085,1196,1492,-2.114,9.572
3087,1164,2484,-1.559,5.759
3094,1215,904,-2.616,11.923
3097,1016,7073,0.229,4.409
3106,961,8779,-3.098,9.879
3114,1201,1332,-2.233,11.066
3115,1215,898,1.56,2.454
3117,1156,2727,0.509,5.502
3122,1210,1054,-6.432,15.726
3124,1156,2728,0.277,5.234
3130,1156,2729,-2.053,2.647
3135,1201,1335,-3.62,12.726
3136,1210,1056,-2.78,9.461
3143,1202,1297,-3.309,11.592
3144,1201,1328,-2.023,8.583
3147,1164,2475,-0.663,3.988
3152,1096,4584,-4.617,12.267
3156,1210,1050,-2.853,9.749
3163,961,8769,-1.169,8.83
3170,1237,214,-1.638,6.419
3171,1196,1485,0.704,3.721
3173,1155,2756,0.185,2.146
3174,1164,2477,-0.979,7.231
3175,1111,4120,-1.57,5.935
3182,1155,2757,-4.88,14.12
3183,1111,4121,-2.273,9.387
3187,961,8771,-0.362,13.246
3201,1041,6669,-0.46,8.369
3204,1201,1710,-3.464,12.82
3207,1164,2857,-2.391,6.598
3209,1041,6670,-1.547,5.07
3210,1054,6267,-2.228,7.83
3221,1253,99,3.641,1.344
3223,1213,1332,-0.641,5.399
3243,1253,93,-1.418,11.829
3248,1215,1272,3.324,7.866
3250,1196,1861,-1.596,6.627
3251,1253,94,-2.08,10.172
3263,1213,1335,4.209,0.807
3268,1196,1862,-1.329,6.868
3273,981,8527,0.723,2.652
3276,1213,1328,-2.092,9.252
3279,1041,6660,-0.91,8.735
3281,1013,7528,-2.091,7.568
3286,1156,3096,-3.449,5.913
3293,1237,586,-0.481,8.105
3306,991,8213,-0.152,3.212
3307,1215,1269,1.22,8.246
3325,1202,1666,-1.038,7.863
3334,1096,4953,-4.378,11.722
3340,1213,1327,-0.405,8.739
3358,1196,1848,-3.814,6.978
3361,1253,81,0.128,2.349
3367,1210,1415,-6.02,14.723
3368,1164,2841,-0.179,3.957
3379,1185,2184,-5.008,8.578
3382,1164,2835,-2.809,4.768
3388,1247,263,-0.788,5.489
3391,1164,2836,-2.701,7.227
3397,1237,574,0.713,5.909
3408,1164,2838,-0.484,5.511
3431,1156,3080,-6.813,15.201
3442,962,9095,-1.583,10.778
3454,1164,2834,-0.136,2.404
3464,1202,1649,-3.498,10.119
3468,982,8469,-5.477,11.496
3473,1201,1681,-1.975,8.161
3475,1215,1247,3.652,5.827
3494,1201,1683,-2.306,8.026
3502,1156,3078,-3.708,13.184
3503,1015,7449,0.786,2.577
3507,1213,1304,-0.712,7.508
3510,1178,2389,-0.635,2.475
3519,1213,1305,-0.592,4.447
3520,1156,3072,-4.159,8.388
3529,1213,1306,0.537,10.141
3531,1178,2391,1.035,1.815
3566,1013,7501,-3.785,8.285
3573,1237,559,0.044,6.632
3574,1185,2171,-1.246,7.49
3575,1164,2822,-1.012,6.443
3583,1164,2815,-0.891,4.837
3584,1253,56,-1.517,4.377
3586,1096,4923,-0.792,5.614
3600,1215,1237,0.817,2.251
3608,1247,238,-1.013,6.911
3611,1156,3059,-0.678,9.301
3626,1041,6625,-1.787,6.862
3628,1201,1666,-1.219,8.345
3629,1247,240,-0.13,2.591
3639,982,8455,-3.454,11.272
3647,1253,55,0.478,1.791
3652,1237,544,-2.094,4.742
3658,1156,3055,2.627,4.859
3665,984,8388,-0.87,3.985
3667,1253,49,0.792,0.87
3670,1156,3057,-2.401,4.348
3679,1202,1632,0.49,8.572
3686,1202,1625,-1.091,11.739
3688,962,9065,-1.443,6.287
3694,1156,3051,-2.126,5.655
3700,1196,1812,0.886,2.378
3702,991,8167,-0.409,4.227
3703,962,9066,-2.091,7.582
3705,1185,2154,-1.181,7.498
3706,1247,232,-3.266,10.233
3709,1202,1627,-1.427,8.762
3713,1050,6339,-3.551,16.361
3717,962,9067,-1.314,5.255
3718,1247,233,-1.164,4.688
3719,1237,543,-1.317,11.422
3720,1185,2155,-4.376,11.444
3721,1196,1814,-0.206,2.168
3723,1041,6619,-0.96,9.219
3724,984,8386,-3.009,5.987
3730,962,9068,-1.571,9.494
3737,1155,3078,3.721,1.221
3748,1164,2800,-1.31,9.765
3750,962,9062,-3.506,11.744
3767,962,9063,-1.038,6.084
3770,1185,2151,-5.398,12.586
3771,1096,4910,-2.223,9.521
3773,962,9064,-1.966,8.469
3774,961,9095,-0.666,5.996
3777,1202,1617,-1.202,7.724
3778,1210,1369,-1.697,8.452
3782,984,8375,-3.755,11.537
3784,1253,36,-1.128,3.99
3786,1201,1649,-4.857,11.313
3787,1237,533,-1.452,9.67
3788,1202,1618,-1.766,9.192
3790,1215,1215,8.347,0.459
3800,1237,535,0.346,5.594
3804,1041,6611,-0.174,6.782
3805,1054,6208,0.22,2.922
3817,898,11165,-3.337,10.832
3819,1156,3168,-3.324,4.769
3822,898,11166,-3.841,10.22
3835,1013,7601,-5.896,13.747
3838,1156,3169,-3.718,6.297
3843,1253,162,-0.992,5.104
3846,898,11167,-0.368,11.903
3861,898,11168,0.906,11.173
3864,1247,342,-2.168,6.118
3869,1156,3163,-3.037,7.679
3870,898,11161,-1.265,8.372
3874,1215,1335,-1.209,11.106
3879,898,11162,2.435,6.703
3883,1201,1770,-1.537,5.854
3884,1202,1739,-0.588,6.936
3894,898,11163,1.449,7.627
3895,1210,1492,-0.622,10.045
3899,1178,2484,-2.347,9.427
3900,898,11164,0.228,10.839
3901,1253,159,2.856,7.475
3903,1155,3197,-3.378,13.78
3904,1164,2918,-1.433,4.441
3905,1050,6452,-0.539,3.622
3916,1178,2477,0.439,4.888
3917,898,11157,-2.238,11.313
3920,982,8553,-4.951,13.19
3927,1196,1920,3.49,1.204
3930,982,8554,-5.59,13.168
3936,898,11158,-2.271,10.897
3938,1215,1332,3.018,8.431
3941,1016,7501,-2.681,5.513
3948,1041,6726,-2.336,9.408
3950,898,11159,-2.257,10.932
3954,1237,651,-1.439,8.516
3964,898,11160,-1.365,10.515
3969,1202,1729,-0.366,11.509
3975,898,11153,-1.131,5.681
3978,1215,1327,-0.087,7.669
3982,1003,7899,-0.397,10.31
3984,898,11154,-1.333,6.384
3986,1215,1328,3.2,6.757
3990,1015,7528,-1.748,5.55
3991,981,8582,-0.261,7.124
3993,898,11155,-0.554,5.897
3998,1062,6072,-0.025,7.461
4000,1013,7591,-2.869,9.874
4002,898,11156,1.352,11.209
4006,1210,1477,-3.247,12.799
4007,1185,2252,-4.992,12.436
4008,1164,2903,-2.095,8.833
4012,898,11149,-0.262,4.23
4018,898,11150,-0.264,4.131
4021,1202,1726,-0.56,7.408
4023,1185,2253,-0.186,4.275
4027,1041,6717,-2.813,11.167
4034,898,11151,0.526,3.806
4037,1210,1480,-5.174,14.452
4042,898,11152,-1.455,5.984
4051,898,11145,-0.4,7.769
4054,1155,3179,-3.378,6.45
4060,1050,6434,-3.281,5.905
4064,898,11146,-0.077,4.996
4068,1185,2250,-2.162,5.362
4073,898,11147,-1.45,6.452
4077,1215,1321,-0.46,8.169
4079,1185,2251,-0.849,3.256
4080,1156,3150,-0.044,6.148
4082,898,11148,0.435,5.285
4088,1202,1717,-0.03,4.856
4094,898,11141,-0.641,5.882
4100,898,11142,-0.762,5.858
4104,1156,3144,-2.274,4.6
4105,1164,2896,-6.556,12.685
4125,898,11143,-0.39,7.195
4126,1016,7485,-4.217,9.766
4130,898,11144,-1.413,8.563
4132,1155,3177,-2.372,9.918
4145,1253,132,-5.113,9.34
4146,898,11137,-4.287,11.227
4148,1017,7449,0.326,2.43
4151,1196,1900,-0.062,2.97
4152,1253,133,0.791,2.161
4156,898,11138,-4.321,11.278
4160,1196,1901,-1.507,4.515
4167,898,11139,-4.381,10.104
4171,1202,1716,-1.832,14.432
4175,1253,135,-0.958,6.501
4181,898,11140,-3.201,9.691
4184,1215,1306,-0.18,7.479
4191,1164,2887,-0.689,5.282
4193,898,11133,-1.394,9.381
4200,898,11134,-2.591,14.121
4202,1202,1710,-1.823,11.831
4203,1213,1369,0.627,1.307
4204,1164,2888,-2.752,6.753
4224,1155,3168,-8.373,11.718
4225,1164,2889,-5.012,10.128
4226,898,11135,-3.763,12.096
4228,898,11136,-3.009,9.729
4230,1155,3169,-8.114,15.664
4237,1253,131,4.021,0.927
4240,1213,1364,-0.204,2.823
4241,1164,2883,-2.93,9.148
4257,1215,1304,-0.927,12.407
4260,1050,6419,-0.967,3.294
4262,982,8527,-1.156,4.66
4267,1201,1739,-2.16,8.286
4270,1213,1367,-0.007,4.317
4271,1215,1305,0.717,6.784
4298,981,8553,-2.387,9.492
4303,1178,2447,4.076,0.797
4310,1164,2881,-5.272,10.846
4311,981,8554,-2.976,9.764
4323,1015,7501,-3.446,6.841
4330,984,8455,-3.582,15.714
4333,1201,1729,-2.871,12.443
4334,1213,1357,-2.663,7.777
4337,1196,1884,-1.465,7.65
4342,1003,7867,-2.426,8.727
4356,1215,1297,-2.097,12.592
4370,1155,3150,-2.374,9.536
4388,1201,1726,-1.243,8.249
4389,1247,300,-0.408,5.47
4390,1054,6283,-1.258,8.923
4407,1215,1293,-0.154,5.776
4415,1237,604,-1.116,10.594
4416,1156,3115,-4.253,7.607
